index	token	frequency
4972	exploitation	8
4973	partly	8
4974	synthetic	2
4975	decency	5
4976	bravo	3
4977	rewritten	2
4978	gaï	1
4979	impossibly	2
4980	limbs	1
4981	conspiratorial	1
4982	towering	1
4983	siren	1
4984	stomp	1
4985	lux	1
4986	eighties	1
4987	grandmother	1
4988	biography	3
4989	setup	3
4990	facile	2
4991	cheap-shot	1
4992	mediocrity	5
4993	crack	3
4994	rife	3
4995	rueful	2
4996	springing	1
4997	childhood	7
4998	cares	7
4999	melted	1
5000	mesmerize	1
5001	astonish	1
5002	rubbo	3
5003	humorously	1
5004	tendentious	1
5005	intervention	1
5006	who-wrote-shakespeare	1
5007	cantet	2
5008	illuminates	1
5009	action-packed	4
5010	ringside	1
5011	tough-man	1
5012	contest	4
5013	frustration	6
5014	euphoria	1
5015	tropes	4
5016	gag	8
5017	expense	5
5018	viscerally	2
5019	repellent	3
5020	overcomes	3
5021	hideousness	1
5022	skillful	4
5023	historically	3
5024	significant	5
5025	cooly	1
5026	recreates	2
5027	conjured	2
5028	hang	3
5029	cherish	5
5030	spaceship	1
5031	launching	1
5032	pad	1
5033	duly	1
5034	dimensions	2
5035	shots	16
5036	astronauts	1
5037	floating	3
5038	cabins	1
5039	german	4
5040	occupation	1
5041	selves	1
5042	mediocre	21
5043	supposed	21
5044	target	16
5045	judging	1
5046	fubar	1
5047	laugh-out-loud	6
5048	diverse	4
5049	articulate	4
5050	palestinian	2
5051	israeli	2
5052	stark	4
5053	unnatural	1
5054	calm	4
5055	shaken	2
5056	blasts	1
5057	rage	3
5058	monty	12
5059	underdog	2
5060	redux	1
5061	organic	3
5062	encourages	1
5063	evocation	2
5064	evergreen	1
5065	exuberant	1
5066	expresses	2
5067	heat	5
5068	prevails	2
5069	cooks	1
5070	low	22
5071	smoky	1
5072	sizzle	3
5073	denis	4
5074	forges	1
5075	sisterly	1
5076	obsession	7
5077	razor-sided	1
5078	tuning	1
5079	fork	2
5080	discord	2
5081	pre-wwii	1
5082	temptations	1
5083	unleashed	1
5084	crazed	2
5085	overtly	3
5086	one-night	1
5087	raucously	1
5088	uncomfortable	5
5089	lately	1
5090	surprised	4
5091	tones	3
5092	surrealistic	1
5093	rudimentary	1
5094	python	1
5095	cartoons	5
5096	drawings	2
5097	photographs	1
5098	paste	1
5099	flat-out	2
5100	canada	2
5101	arctic	1
5102	frozen	4
5103	tundra	1
5104	breathes	3
5105	private	7
5106	inuit	2
5107	number	15
5108	levels	10
5109	büttner	1
5110	implies	4
5111	wake	6
5112	intractable	1
5113	irreversible	1
5114	aggravating	2
5115	scathing	2
5116	joyous	9
5117	masterpeice	1
5118	messages	10
5119	tolerance	3
5120	diversity	2
5121	particularly	32
5122	drawn	8
5123	robustness	1
5124	bloodletting	1
5125	legal	4
5126	ireland	2
5127	raise	4
5128	remember	17
5129	hartley	6
5130	satirical	7
5131	suffocating	3
5132	senseless	1
5133	morbid	2
5134	buttons	3
5135	push	4
5136	constantly	9
5137	rug	3
5138	underneath	2
5139	plunging	1
5140	laughed	6
5141	suffered	4
5142	martinet	1
5143	instructor	1
5144	fantasized	2
5145	unhappy	4
5146	tormentor	1
5147	deserved	5
5148	implosion	1
5149	explosion	4
5150	evenings	1
5151	stitch	6
5152	watercolor	1
5153	dumbo	1
5154	awkward	11
5155	ready-made	1
5156	midnight	5
5157	cold	31
5158	conditions	3
5159	goofy	19
5160	scratching	4
5161	bowling	5
5162	columbine	4
5163	infused	2
5164	sensibility	5
5165	two-wrongs-make-a-right	1
5166	loses	14
5167	screenwriting	10
5168	dummies	2
5169	conformity	1
5170	talk	9
5171	stop	7
5172	star\/producer	1
5173	julie	3
5174	inherent	6
5175	titular	3
5176	paintings	2
5177	labor	3
5178	chord	4
5179	kid-empowerment	1
5180	brains	3
5181	coherent	6
5182	sharply	1
5183	gong	4
5184	guzmán	1
5185	frustratingly	4
5186	pinochet	3
5187	material	76
5188	monsters	8
5189	vengeance	1
5190	oleander	3
5191	rolling	4
5192	spring	6
5193	directly	4
5194	exalts	1
5195	marxian	1
5196	dream	15
5197	working	21
5198	harmoniously	1
5199	joined	1
5200	1984	3
5201	uncut	1
5202	sergio	1
5203	leone	1
5204	staggering	1
5205	insightfully	3
5206	choice	6
5207	assuming	3
5208	air-conditioning	1
5209	properly	6
5210	topic	6
5211	galinsky	1
5212	hawley	1
5213	planned	1
5214	documentarian	1
5215	rope	1
5216	snaps	2
5217	starring	9
5218	wesley	3
5219	snipes	7
5220	compulsive	1
5221	metro	1
5222	strategies	1
5223	deceptions	3
5224	tavernier	3
5225	inimitable	2
5226	tenderness	3
5227	discontent	2
5228	reliable	3
5229	suffice	2
5230	acquainted	2
5231	tiniest	2
5232	wife	14
5233	tarantino	5
5234	alias	1
5235	detailed	9
5236	marvelously	4
5237	deliriously	1
5238	reverent	2
5239	remembrance	2
5240	nanook	1
5241	landmark	3
5242	murderous	3
5243	maids	2
5244	punches	2
5245	papin	2
5246	sister	3
5247	led	1
5248	rise	7
5249	infamy	1
5250	inspiration	9
5251	fringes	2
5252	underground	1
5253	sweetest	4
5254	tendencies	2
5255	saving	8
5256	reflect	2
5257	point-of-view	2
5258	lightweight	8
5259	oozing	2
5260	attractive	8
5261	wind-in-the-hair	1
5262	critics	6
5263	murky	6
5264	brooding	5
5265	dangerously	2
5266	revelations	4
5267	machines	2
5268	curtains	1
5269	explosive	3
5270	create	17
5271	confounding	1
5272	solemnly	1
5273	advances	1
5274	daringly	2
5275	preposterous	7
5276	thesis	4
5277	fulford-wierzbicki	1
5278	wise-beyond-her-years	1
5279	wild	28
5280	juiced	1
5281	synergistic	1
5282	typically	1
5283	carefully	6
5284	encouraging	6
5285	needlessly	4
5286	downbeat	7
5287	heavy	17
5288	preceded	2
5289	neo-nazism	1
5290	probe	3
5291	nature	24
5292	faith	14
5293	attempts	16
5294	heal	4
5295	1989	1
5296	prefer	5
5297	zinger-filled	1
5298	crowd-pleaser	2
5299	open-minded	1
5300	elvis	2
5301	diggs	3
5302	lathan	2
5303	reasons	6
5304	sugar	9
5305	well-paced	2
5306	dare	6
5307	flexible	1
5308	nadia	2
5309	russian	8
5310	mail-order	1
5311	word	20
5312	kittenish	1
5313	accumulates	1
5314	layers	6
5315	unflappable	2
5316	decadent	3
5317	urbanity	1
5318	everett	1
5319	wildean	1
5320	firth	1
5321	re-release	1
5322	howard	10
5323	apollo	2
5324	format	5
5325	packages	1
5326	honesty	6
5327	fencing	1
5328	eminently	2
5329	linear	1
5330	makeup-deep	1
5331	ties	5
5332	efficiency	1
5333	comic-book	1
5334	adaptations	2
5335	superior	10
5336	thirteen	3
5337	pearls	1
5338	clicking	1
5339	wintry	1
5340	1899	1
5341	old-world	1
5342	change	23
5343	managing	1
5344	charismatic	7
5345	rising	5
5346	jake	1
5347	winners	3
5348	susan	3
5349	dustin	2
5350	holly	3
5351	hunter	5
5352	ellen	2
5353	pompeo	2
5354	aplomb	2
5355	documentaries	6
5356	phenomenal	4
5357	ian	3
5358	conquers	1
5359	earthy	1
5360	napoleon	4
5361	yourself	14
5362	ah	6
5363	characterizations	8
5364	brett	1
5365	morgen	1
5366	nanette	1
5367	burstein	2
5368	biographical	2
5369	fantasia	2
5370	subtitled	2
5371	remote	3
5372	african	4
5373	guns	9
5374	internal	1
5375	combustion	1
5376	engine	1
5377	thump	1
5378	pastry	2
5379	obviously	9
5380	country	20
5381	amused	8
5382	groan-to-guffaw	1
5383	ratio	1
5384	labute	7
5385	balances	2
5386	traditional	9
5387	overwhelms	2
5388	irwin	4
5389	pleas	1
5390	wildlife	1
5391	environs	1
5392	teach	3
5393	sloppy	13
5394	slap	8
5395	scares	4
5396	ominous	2
5397	pervasive	3
5398	unknown	3
5399	threat	5
5400	lurks	1
5401	constant	7
5402	mindset	1
5403	suspense	33
5404	insular	1
5405	clichés	18
5406	dedicated	1
5407	rail	1
5408	ongoing	1
5409	unprecedented	2
5410	construction	4
5411	heads	4
5412	physically	2
5413	contradicts	2
5414	nowadays	1
5415	handling	3
5416	handles	2
5417	geeked	1
5418	testud	3
5419	parmentier	1
5420	stacy	1
5421	peralta	3
5422	jell	3
5423	sean	2
5424	penn	2
5425	monotone	1
5426	narration	3
5427	respects	1
5428	sentimentalizing	2
5429	elevate	3
5430	glory	8
5431	ilk	2
5432	notably	2
5433	mere	9
5434	presence	12
5435	chills	7
5436	atmospheric	4
5437	weirdness	5
5438	behavior	12
5439	rises	11
5440	oh-so-hollywood	1
5441	rejiggering	1
5442	unabashed	2
5443	esoteric	1
5444	musings	2
5445	grownups	2
5446	ming-liang	3
5447	ghosts	3
5448	painfully	16
5449	aware	3
5450	not-being	1
5451	floor	5
5452	randomness	2
5453	lively	6
5454	owe	4
5455	nicolas	2
5456	cage	7
5457	apology	1
5458	all-powerful	1
5459	pop-cyber	1
5460	feeds	1
5461	bjorkness	1
5462	underrated	1
5463	professionals	3
5464	deserve	11
5465	receive	3
5466	verge	2
5467	bizarre	15
5468	character-oriented	1
5469	127	1
5470	el	4
5471	crimen	3
5472	del	5
5473	padre	3
5474	amaro	3
5475	despairing	1
5476	corruption	2
5477	within	9
5478	establishment	1
5479	in-depth	2
5480	developments	3
5481	university	1
5482	departments	1
5483	instantly	7
5484	recognizable	3
5485	beginning	9
5486	drawing	6
5487	sayles	5
5488	developers	1
5489	chamber	4
5490	commerce	2
5491	tourism	1
5492	pageants	1
5493	commercialism	3
5494	neglecting	2
5495	minute	6
5496	reign	11
5497	fire	22
5498	all-time	2
5499	apocalypse	1
5500	canvas	2
5501	brush	2
5502	smokey	1
5503	robinson	4
5504	worm	2
5505	law	2
5506	enforcement	1
5507	nasty	9
5508	hades	1
5509	halfhearted	1
5510	zeal	4
5511	8th	1
5512	grade	4
5513	delving	1
5514	hey	9
5515	offbeat	9
5516	resistance	3
5517	proficient	3
5518	singularly	2
5519	cursory	1
5520	acts	10
5521	feral	3
5522	bette	2
5523	word-of-mouth	1
5524	reviews	2
5525	studio	11
5526	ponderous	7
5527	rohmer	6
5528	indoor	1
5529	totally	11
5530	weirded	1
5531	notion	8
5532	community-therapy	1
5533	disorienting	1
5534	austin	9
5535	tattoo	2
5536	seven	7
5537	maintain	6
5538	human-scale	1
5539	suck	5
5540	outer	3
5541	raunch	3
5542	brio	3
5543	elvira	1
5544	ask	11
5545	canny	4
5546	gruesome	1
5547	sociopath	1
5548	scariest	3
5549	sadists	1
5550	credited	4
5551	fast-paced	4
5552	thorough	2
5553	bracing	4
5554	unblinking	4
5555	serves	10
5556	elegy	1
5557	hashiguchi	3
5558	evoke	4
5559	bustling	1
5560	atop	2
5561	grab	6
5562	lump	5
5563	play-doh	1
5564	harder	5
5565	tries	34
5566	slip	8
5567	fingers	3
5568	bliss	1
5569	conflagration	1
5570	nesbitt	1
5571	cooper	3
5572	bullets	7
5573	flying	2
5574	procession	4
5575	reinvigorated	1
5576	retelling	3
5577	alexandre	3
5578	kevin	14
5579	reynolds	2
5580	f	2
5581	rom	1
5582	soundtrack	14
5583	unconventional	4
5584	blazingly	1
5585	shiri	2
5586	sneaks	3
5587	therapy	2
5588	sanctimony	3
5589	self-hatred	2
5590	self-determination	1
5591	guy	24
5592	amiably	1
5593	well-meaning	9
5594	patronizing	2
5595	masked	1
5596	injustice	1
5597	exploit	5
5598	arrives	7
5599	margin	2
5600	travel	6
5601	jeong-hyang	2
5602	deceptively	7
5603	hoot	5
5604	pseudo-educational	1
5605	shaggy	3
5606	drags	7
5607	forced	14
5608	breathtaking	8
5609	commentary	11
5610	provided	3
5611	life-size	1
5612	reenactment	1
5613	tracts	1
5614	ended	4
5615	hippie	2
5616	tossed	3
5617	lake	2
5618	grainy	2
5619	mars	4
5620	letter	4
5621	slain	1
5622	rappers	2
5623	taunt	1
5624	recovered	1
5625	sights	2
5626	wondrous	3
5627	struggles	3
5628	usurp	1
5629	preaching	2
5630	fuzzy	4
5631	downtown	3
5632	candy	8
5633	barbs	1
5634	contemporary	17
5635	southern	7
5636	adolescence	3
5637	lets	16
5638	pill	2
5639	miracle	4
5640	self-expression	1
5641	confuse	1
5642	compared	5
5643	flops	1
5644	runteldat	2
5645	fingering	1
5646	solutions	4
5647	scratches	1
5648	itch	1
5649	director\/co-writer	1
5650	jacques	2
5651	audiard	3
5652	belongs	9
5653	top	13
5654	rank	5
5655	razzle-dazzle	2
5656	vincent	7
5657	gallo	2
5658	shocker	2
5659	weirdo	2
5660	glaring	4
5661	cletis	9
5662	studied	1
5663	dependent	2
5664	contraption	2
5665	clean	5
5666	kid-friendly	1
5667	investigate	2
5668	mothers	4
5669	sociopaths	1
5670	gripping	15
5671	margarita	3
5672	auspicious	1
5673	chaiken	2
5674	arrive	5
5675	filling	7
5676	lighthearted	2
5677	glow	1
5678	impudent	1
5679	snickers	1
5680	dose	5
5681	humankind	1
5682	standing	2
5683	medium	2
5684	perception	1
5685	unmistakably	1
5686	fast-moving	2
5687	rehearsals	1
5688	facet	3
5689	mission	3
5690	unhurried	3
5691	controlled	1
5692	resonances	1
5693	ironically	5
5694	distanced	2
5695	one-of-a-kind	3
5696	instrument	1
5697	scrapbook	2
5698	mug	2
5699	arnie	3
5700	musclefest	1
5701	resonance	8
5702	insultingly	3
5703	simplistic	15
5704	tackles	4
5705	response	1
5706	hinge	2
5707	amy	7
5708	sunday	3
5709	prevention	1
5710	accomplishes	3
5711	possibly	15
5712	similar	7
5713	dominate	2
5714	bittersweet	11
5715	scene	30
5716	shrill	5
5717	nuance	5
5718	characterization	5
5719	marred	2
5720	inexplicable	6
5721	distracting	2
5722	blunder	1
5723	paying	3
5724	guess	9
5725	unassuming	3
5726	appreciates	1
5727	one-liners	2
5728	snappy	3
5729	volatile	3
5730	opportunities	5
5731	rewarded	3
5732	anchored	1
5733	splendid	8
5734	honored	1
5735	transform	1
5736	mother\/daughter	3
5737	received	3
5738	techno-sex	1
5739	weirder	1
5740	nurtures	1
5741	multi-layers	1
5742	gamble	2
5743	embraced	2
5744	reflective	2
5745	walter	5
5746	hill	8
5747	hypermasculine	1
5748	vitality	5
5749	hands	8
5750	heady	5
5751	jumble	4
5752	undertaking	1
5753	coheres	1
5754	serviceable	7
5755	half-bad	3
5756	believes	2
5757	addams	1
5758	hanging	3
5759	chances	5
5760	lucas	4
5761	visionary	2
5762	viewed	4
5763	composition	4
5764	individual	4
5765	beliefs	1
5766	prejudices	1
5767	peace	2
5768	tolerate	3
5769	redneck-versus-blueblood	1
5770	trades	2
5771	alabama	9
5772	jeff	2
5773	foxworthy	1
5774	shaw	1
5775	icon	3
5776	melting	1
5777	phocion	1
5778	attentions	1
5779	campaign-trail	1
5780	press	4
5781	candidate	1
5782	no-bull	1
5783	throwback	3
5784	1970s	4
5785	zips	1
5786	go-for-broke	1
5787	heralds	1
5788	phoniness	2
5789	female-bonding	1
5790	gusto	2
5791	normally	4
5792	scorpion	4
5793	barbarian	1
5794	promises	9
5795	barriers	2
5796	authentically	2
5797	impulsive	2
5798	hallmark	6
5799	uncommonly	4
5800	exactly	24
5801	libretto	1
5802	ideally	1
5803	capturing	5
5804	lyricism	3
5805	sincerely	1
5806	traffic	4
5807	jam	1
5808	grotesquely	1
5809	successfully	3
5810	dicaprio	1
5811	watchable	22
5812	valley-girl	1
5813	dench	1
5814	lulls	2
5815	129-minute	1
5816	dutifully	1
5817	heartstrings	1
5818	dean	4
5819	deblois	1
5820	sanders	1
5821	valiantly	3
5822	psychodrama	2
5823	rough-around-the-edges	1
5824	constraints	2
5825	byler	3
5826	pic	7
5827	sentiments	3
5828	explanations	2
5829	wallowing	2
5830	hormonal	1
5831	comedy-drama	4
5832	wants	17
5833	fulfill	2
5834	dreams	13
5835	smooth	2
5836	professional	7
5837	blithely	1
5838	slyly	2
5839	achronological	2
5840	1950	1
5841	doris	1
5842	ugly	20
5843	'til	1
5844	discursive	1
5845	terminally	4
5846	smitten	1
5847	troubadour	1
5848	acolytes	1
5849	verite	1
5850	assassination	2
5851	f.	1
5852	kennedy	3
5853	blair	9
5854	witch	9
5855	techniques	1
5856	territory	10
5857	guts	4
5858	aplenty	2
5859	bonus	2
5860	worry	3
5861	subjected	1
5862	farts	3
5863	urine	1
5864	feces	3
5865	semen	1
5866	substances	1
5867	overrun	4
5868	limbo	1
5869	truth-telling	1
5870	door	3
5871	liberation	3
5872	89	1
5873	horrendously	2
5874	confusing	11
5875	native	3
5876	mexican	4
5877	desplat	1
5878	transfixes	1
5879	mora	1
5880	hitler-study	1
5881	snide	1
5882	prejudice	2
5883	joyful	1
5884	solo	1
5885	breaking	5
5886	sustain	20
5887	beginnings	1
5888	conclusion	14
5889	lagging	1
5890	guiltless	1
5891	evening	5
5892	deflated	2
5893	aside	12
5894	zippy	3
5895	jazzy	3
5896	tops	2
5897	leads	17
5898	oscar-caliber	1
5899	except	19
5900	waters-like	1
5901	dances	2
5902	falling	4
5903	calling	1
5904	education	5
5905	demonstration	3
5906	painstaking	1
5907	imparting	1
5908	impair	1
5909	highway	2
5910	patrolman	1
5911	nuts	1
5912	cold-fish	1
5913	copmovieland	1
5914	routes	1
5915	awareness	2
5916	overlooked	2
5917	misconceived	1
5918	5	3
5919	brilliance	3
5920	dutiful	3
5921	efforts	11
5922	disciplined	1
5923	grade-grubbers	1
5924	frame	17
5925	collectively	3
5926	vowing	1
5927	foster	5
5928	whitaker	2
5929	lioness	1
5930	protecting	1
5931	cub	1
5932	reluctant	4
5933	incapable	2
5934	controlling	2
5935	undoubtedly	5
5936	tattoos	1
5937	wear	5
5938	misty	1
5939	rate	2
5940	magical	4
5941	modesty	2
5942	predicament	3
5943	fits	5
5944	intriguingly	1
5945	contemplative	2
5946	realized	10
5947	rude	6
5948	catalytic	1
5949	holy	2
5950	fool	5
5951	cutthroat	1
5952	unrelenting	2
5953	insistence	2
5954	opting	1
5955	goal	3
5956	frighten	2
5957	disturb	2
5958	spectacularly	4
5959	shiver-inducing	1
5960	nerve-rattling	1
5961	perspectives	1
5962	ideological	1
5963	differences	4
5964	yellow	4
5965	asphalt	2
5966	spite	7
5967	predictability	5
5968	slowness	1
5969	perkiness	1
5970	first-rate	7
5971	no-frills	3
5972	docu-dogma	1
5973	plainness	1
5974	lingers	4
5975	invisible	1
5976	psychic	2
5977	boxes	1
5978	multiple	3
5979	strands	3
5980	wrote	4
5981	shakespeare	7
5982	quick	10
5983	dashing	2
5984	old-fashioned-movie	1
5985	unburdened	1
5986	pretensions	6
5987	significance	2
5988	fabulous	2
5989	noteworthy	1
5990	supply	3
5991	clears	1
5992	cynicism	6
5993	righteousness	1
5994	harmon	3
5995	less-is-more	1
5996	bump-in	1
5997	the-night	1
5998	crawlies	1
5999	hidden	3
6000	shadows	7
6001	hint	5
6002	hitchcockian	3
6003	tact	1
6004	daunting	1
6005	promotes	1
6006	reasonable	2
6007	support	5
6008	scattershot	1
6009	terrorizing	1
6010	conquer	3
6011	reflection	3
6012	prospect	6
6013	ape	1
6014	swinging	4
6015	trees	3
6016	hooting	1
6017	praises	2
6018	agreeably	1
6019	close-ups	2
6020	sheerly	2
6021	appeal	24
6022	embarrassed	4
6023	cherished	1
6024	seductive	3
6025	unrepentantly	1
6026	rice	6
6027	vampire	11
6028	chronicles	3
6029	pageantry	1
6030	day-lewis	2
6031	roars	1
6032	p.t.	1
6033	grandness	1
6034	equalizer	2
6035	ills	1
6036	twenty	4
6037	touchstone	1
6038	poetic	12
6039	strict	2
6040	species	1
6041	artifice	7
6042	lady	10
6043	duke	6
6044	theatrical	8
6045	virtually	16
6046	despicable	1
6047	well-constructed	2
6048	#	4
6049	9	9
6050	interestingly	2
6051	magnolia	2
6052	lynch	3
6053	mulholland	1
6054	dr.	2
6055	schepisi	3
6056	aided	1
6057	include	2
6058	gosford	3
6059	park	9
6060	mirren	1
6061	succeeded	3
6062	inescapable	4
6063	hitchens	1
6064	bottom	9
6065	flower	1
6066	purge	1
6067	tooth	2
6068	claw	1
6069	amateurish	12
6070	compassionately	2
6071	portrayed	2
6072	persuasive	2
6073	defeated	3
6074	defiant	2
6075	flux	1
6076	figure	14
6077	begun	2
6078	bronze	1
6079	craft	5
6080	staggeringly	5
6081	intellect	4
6082	self-hating	1
6083	disguised	4
6084	pays	6
6085	turntablists	1
6086	beat	12
6087	jugglers	1
6088	schoolers	1
6089	innovators	1
6090	documenting	1
6091	twin	2
6092	peaks	1
6093	frames	2
6094	profound	9
6095	ethical	2
6096	quintet	1
6097	112-minute	1
6098	length	11
6099	judge	3
6100	ringu	4
6101	dampened	2
6102	familiarity	4
6103	serve	7
6104	literate	4
6105	roundelay	1
6106	partners	2
6107	interplay	2
6108	partnerships	2
6109	gator-bashing	1
6110	motherhood	2
6111	deferred	1
6112	explored	2
6113	blue	16
6114	crush	18
6115	swims	2
6116	sleeper	3
6117	award	6
6118	engulfed	1
6119	enterprise	7
6120	wait	13
6121	per	2
6122	dollar	2
6123	gone	25
6124	haywire	1
6125	manifesto	3
6126	listen	5
6127	tori	1
6128	amos	1
6129	records	2
6130	dehumanizing	1
6131	ego-destroying	1
6132	unemployment	1
6133	mtv	5
6134	undressed	1
6135	20	12
6136	indulgently	1
6137	cultivated	1
6138	pissed	1
6139	handiwork	1
6140	seams	3
6141	pushiness	1
6142	decibel	1
6143	volume	2
6144	craftsmanship	2
6145	intergalactic	1
6146	blood-curdling	2
6147	design	8
6148	choreography	2
6149	intoxicating	9
6150	consumed	2
6151	lust	4
6152	crushed	1
6153	conjures	3
6154	fumes	1
6155	painted	2
6156	rembrandt	1
6157	suspend	4
6158	disbelief	4
6159	shaking	2
6160	run-of-the-mill	7
6161	unease	1
6162	influential	1
6163	implicitly	1
6164	acknowledges	3
6165	chicanery	1
6166	self-delusion	1
6167	businesses	1
6168	tooled	1
6169	terrorism	4
6170	director-writer	1
6171	bille	1
6172	august	2
6173	depicts	3
6174	economical	4
6175	deterioration	1
6176	barbara	1
6177	anger	5
6178	victor	1
6179	rosa	1
6180	internalized	1
6181	transparency	1
6182	naughty	3
6183	just-above-average	1
6184	sailor	1
6185	blush	1
6186	perfected	1
6187	self-aggrandizing	1
6188	motivated	5
6189	documentary-making	1
6190	raimondi	1
6191	cary	2
6192	room	18
6193	houseboat	1
6194	goose	3
6195	affectionate	3
6196	irresponsible	3
6197	latches	1
6198	frosting	1
6199	bowl	1
6200	flame-like	1
6201	roiling	2
6202	inspires	4
6203	trembling	2
6204	gratitude	1
6205	pungent	3
6206	bite	11
6207	fall	15
6208	abysmal	1
6209	argentine	4
6210	fabian	1
6211	bielinsky	4
6212	wallet	4
6213	diane	4
6214	lane	6
6215	takashi	2
6216	miike	3
6217	pushing	2
6218	envelope	1
6219	ichi	3
6220	rigid	3
6221	witch-style	1
6222	mockumentary	2
6223	blatantly	1
6224	biased	2
6225	horrible	12
6226	exceedingly	5
6227	mechanisms	1
6228	poverty	5
6229	transcend	5
6230	atmospherics	2
6231	abrasive	1
6232	burn	4
6233	heroine	6
6234	irrigates	1
6235	hawn	3
6236	banger	1
6237	nailbiter	1
6238	skewed	3
6239	kieran	2
6240	culkin	3
6241	akin	3
6242	reader	1
6243	digest	2
6244	defend	1
6245	frothing	1
6246	ex-girlfriend	1
6247	domino	1
6248	natural-seeming	1
6249	pleasingly	2
6250	emphatic	1
6251	claustrophobic	4
6252	obsessive	3
6253	real-life	10
6254	basis	5
6255	embellishment	1
6256	sit	21
6257	kline	7
6258	pondering	1
6259	menu	1
6260	invasion	2
6261	undisputed	3
6262	1940s	2
6263	dreadful	5
6264	expected	11
6265	cribbed	1
6266	lang	1
6267	welles	4
